Getting products from df
Getting products from df
[INFO]2022-05-15 20:30:45,746|views|PID:15004 TID:19104||Getting products from df
[INFO] 2022-05-15 22:18:43,880 | views | PID:8508 TID:14452 | Username admin UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 22:18:45,596 | views | PID:8508 TID:14452 | Username admin UserIP: 127.0.0.1 | Path: /show_category/molochnye-produkty | Getting products from special category - molochnye-produkty
[INFO] 2022-05-15 22:19:07,173 | views | PID:21392 TID:13220 | Username admin UserIP: 127.0.0.1 | Path: /show_product_info/iogurt-fruktovyi-chudo-vishnia-chereshnia-24-270g_34 | Getting product page - Йогурт фруктовый Чудо Вишня-Черешня 2.4% 270г
[INFO] 2022-05-15 22:19:27,803 | views | PID:21392 TID:13220 | Username admin UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 22:19:31,911 | views | PID:21392 TID:13220 | Username admin UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 22:19:53,695 | views | PID:21392 TID:13220 | Username admin UserIP: 127.0.0.1 | Path: /products | Searching product <QueryDict: {'csrfmiddlewaretoken': ['ImiKRlL5gX465JwyfBXT7dv7WO4BhqeSBciIFy5noRkUR0fFLomvzNmuMyIE9U0E'], 'src': ['молоко']}>  from df
[INFO] 2022-05-15 22:19:53,701 | views | PID:21392 TID:13220 | Username admin UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 22:20:06,415 | views | PID:21392 TID:13220 | Username admin UserIP: 127.0.0.1 | Path: /show_product_info/moloko_61 | Getting product page - Молоко
[INFO] 2022-05-15 22:23:55,923 | views | PID:860 TID:4612 | Username admin UserIP: 127.0.0.1 | Path: /show_product_info/moloko_61/update | Updating product <QueryDict: {'csrfmiddlewaretoken': ['ayjeo023MF24b5VYuehsrxxzPFYL7HiF3ojccdmlUziSXmE501G4T7oWFpCOZb4r'], 'category': ['9'], 'name': ['Молоко'], 'description': ['llllllllllllllllllllll'], 'image': [''], 'price': ['39.0']}>
[INFO] 2022-05-15 22:23:55,944 | views | PID:860 TID:4612 | Username admin UserIP: 127.0.0.1 | Path: /show_product_info/moloko_62 | Getting product page - Молоко
[INFO] 2022-05-15 22:24:11,493 | views | PID:860 TID:4612 | Username admin UserIP: 127.0.0.1 | Path: /show_product_info/moloko_62/delete | Deleting product <QueryDict: {'csrfmiddlewaretoken': ['SWO1kdJYyWV6sqRVC7caYdBaDdY92yx1LMOZ8q3gGQbUeHA28UBMqNsxtXCcU2jN']}>
[INFO] 2022-05-15 22:24:11,504 | views | PID:860 TID:4612 | Username admin UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 22:25:59,888 | views | PID:10696 TID:12028 | Username admin UserIP: 127.0.0.1 | Path: /vacancies | Getting vacancies page 
[INFO] 2022-05-15 22:26:13,971 | views | PID:10696 TID:12028 | Username admin UserIP: 127.0.0.1 | Path: /show_vacancy_info/prodavets-prodovolstvennykh-tovarov_8 | Getting vacancies page - Продавец продовольственных товаров 
[INFO] 2022-05-15 22:27:17,792 | views | PID:10696 TID:12028 | Username admin UserIP: 127.0.0.1 | Path: /vacancies | Getting vacancies page 
